parent_code,child_code
CNDGT_REC_CUL,slc.12.1650.03
CNDGT_REC_CUL,slc.12.1650.04
CNDGT_REC_CUL,slc.12.1650.05
CNDGT_REC_CUL,slc.12.1650.06
CNDGT_REC_CUL,slc.12.1650.07
CNDGT_REC,CNDGT_REC_OTH
CNDGT_REC_OTH,slc.12.1698.01
CNDGT_REC_OTH,slc.12.1698.02
CNDGT_REC_OTH,slc.12.1698.03
CNDGT_REC_OTH,slc.12.1698.04
CNDGT_REC_OTH,slc.12.1698.05
CNDGT_REC_OTH,slc.12.1698.06
CNDGT_REC_OTH,slc.12.1698.07
CNDGT,CNDGT_DEV
CNDGT_DEV,CNDGT_DEV_ZON
CNDGT_DEV_ZON,slc.12.1810.01
CNDGT_DEV_ZON,slc.12.1810.02
CNDGT_DEV_ZON,slc.12.1810.03
CNDGT_DEV_ZON,slc.12.1810.04
CNDGT_DEV_ZON,slc.12.1810.05
CNDGT_DEV_ZON,slc.12.1810.06
CNDGT_DEV_ZON,slc.12.1810.07
CNDGT_DEV,CNDGT_DEV_COM
CNDGT_DEV_COM,slc.12.1820.01
CNDGT_DEV_COM,slc.12.1820.02
CNDGT_DEV_COM,slc.12.1820.03
CNDGT_DEV_COM,slc.12.1820.04
CNDGT_DEV_COM,slc.12.1820.05
CNDGT_DEV_COM,slc.12.1820.06
CNDGT_DEV_COM,slc.12.1820.07
CNDGT_DEV,CNDGT_DEV_RES
CNDGT_DEV_RES,slc.12.1830.01
CNDGT_DEV_RES,slc.12.1830.02
CNDGT_DEV_RES,slc.12.1830.03
CNDGT_DEV_RES,slc.12.1830.04
CNDGT_DEV_RES,slc.12.1830.05
CNDGT_DEV_RES,slc.12.1830.06
CNDGT_DEV_RES,slc.12.1830.07
CNDGT_DEV,CNDGT_DEV_AGR
CNDGT_DEV_AGR,slc.12.1840.01
CNDGT_DEV_AGR,slc.12.1840.02
CNDGT_DEV_AGR,slc.12.1840.03
CNDGT_DEV_AGR,slc.12.1840.04
CNDGT_DEV_AGR,slc.12.1840.05
CNDGT_DEV_AGR,slc.12.1840.06
CNDGT_DEV_AGR,slc.12.1840.07
CNDGT_DEV,CNDGT_DEV_DRN
CNDGT_DEV_DRN,slc.12.1850.01
CNDGT_DEV_DRN,slc.12.1850.02
CNDGT_DEV_DRN,slc.12.1850.03
CNDGT_DEV_DRN,slc.12.1850.04
CNDGT_DEV_DRN,slc.12.1850.05
CNDGT_DEV_DRN,slc.12.1850.06
CNDGT_DEV_DRN,slc.12.1850.07
CNDGT_DEV,CNDGT_DEV_OTH
CNDGT_DEV_OTH,slc.12.1898.01
CNDGT_DEV_OTH,slc.12.1898.02
CNDGT_DEV_OTH,slc.12.1898.03
CNDGT_DEV_OTH,slc.12.1898.04
CNDGT_DEV_OTH,slc.12.1898.05
CNDGT_DEV_OTH,slc.12.1898.06
CNDGT_DEV_OTH,slc.12.1898.07
CNDGT,CNDGT_OTH
CNDGT_OTH,slc.12.1910.01
CNDGT_OTH,slc.12.1910.02
CNDGT_OTH,slc.12.1910.03
CNDGT_OTH,slc.12.1910.04
CNDGT_OTH,slc.12.1910.05
CNDGT_OTH,slc.12.1910.06
CNDGT_OTH,slc.12.1910.07
REV,DEFRV
DEFRV,slc.60.1042.01
DEFRV,slc.60.1045.01
DEFRV,slc.60.1047.01
REV,LIC
LIC,slc.10.1410.01
LIC,slc.10.1420.01
LIC,slc.10.1430.01
LIC,slc.10.1431.01
LIC,slc.10.1432.01
LIC,slc.10.1498.01
REV,FIN
FIN,slc.10.1605.01
FIN,slc.10.1610.01
FIN,slc.10.1620.01
FIN,slc.10.1698.01
REV,OTH
OTH,OTH_INV
OTH_INV,slc.10.1805.01
OTH_INV,slc.10.1806.01
OTH_INV,slc.10.1811.01
OTH,OTH_DEF
OTH_DEF,slc.10.1812.01
OTH_DEF,slc.10.1813.01
OTH_DEF,slc.10.1814.01
OTH,OTH_GFT
OTH_GFT,slc.10.1830.01
OTH_GFT,slc.10.1831.01
OTH,slc.10.1840.01
OTH,slc.10.1850.01
OTH,slc.10.1865.01
OTH,slc.10.1870.01
OTH,OTH_COT
OTH_COT,slc.10.1880.01
OTH_COT,slc.10.1885.01
OTH,OTH_OTH
OTH_OTH,slc.10.1890.01
OTH_OTH,slc.10.1891.01
OTH_OTH,slc.10.1892.01
OTH_OTH,slc.10.1893.01
OTH_OTH,slc.10.1894.01
OTH_OTH,slc.10.1895.01
OTH_OTH,slc.10.1896.01
OTH_OTH,slc.10.1897.01
OTH_OTH,slc.10.1898.01
OTH,slc.10.1905.01
EXP,GENGOV
GENGOV,GENGOV_GOV
GENGOV_GOV,slc.40.240.01
GENGOV_GOV,slc.40.240.02
GENGOV_GOV,slc.40.240.03
GENGOV_GOV,slc.40.240.04
GENGOV_GOV,slc.40.240.05
GENGOV_GOV,slc.40.240.06
GENGOV_GOV,slc.40.240.12
GENGOV_GOV,slc.40.240.13
GENGOV_GOV,slc.40.240.16
GENGOV,GENGOV_MGT
GENGOV_MGT,slc.40.250.01
GENGOV_MGT,slc.40.250.02
GENGOV_MGT,slc.40.250.03
GENGOV_MGT,slc.40.250.04
GENGOV_MGT,slc.40.250.05
GENGOV_MGT,slc.40.250.06
GENGOV_MGT,slc.40.250.12
GENGOV_MGT,slc.40.250.13
GENGOV_MGT,slc.40.250.16
GENGOV,GENGOV_SPT
GENGOV_SPT,slc.40.260.01
GENGOV_SPT,slc.40.260.02
GENGOV_SPT,slc.40.260.03
GENGOV_SPT,slc.40.260.04
GENGOV_SPT,slc.40.260.05
GENGOV_SPT,slc.40.260.06
GENGOV_SPT,slc.40.260.12
GENGOV_SPT,slc.40.260.13
GENGOV_SPT,slc.40.260.16
EXP,PRTSVC
PRTSVC,PRTSVC_FIR
PRTSVC_FIR,slc.40.410.01
PRTSVC_FIR,slc.40.410.02
PRTSVC_FIR,slc.40.410.03
PRTSVC_FIR,slc.40.410.04
PRTSVC_FIR,slc.40.410.05
PRTSVC_FIR,slc.40.410.06
PRTSVC_FIR,slc.40.410.12
PRTSVC_FIR,slc.40.410.13
PRTSVC_FIR,slc.40.410.16
PRTSVC,PRTSVC_POL
PRTSVC_POL,PRTSVC_POL_POL
PRTSVC_POL_POL,slc.40.420.01
PRTSVC_POL_POL,slc.40.420.02
PRTSVC_POL_POL,slc.40.420.03
PRTSVC_POL_POL,slc.40.420.04
PRTSVC_POL_POL,slc.40.420.05
PRTSVC_POL_POL,slc.40.420.06
PRTSVC_POL_POL,slc.40.420.12
PRTSVC_POL_POL,slc.40.420.13
PRTSVC_POL_POL,slc.40.420.16
PRTSVC_POL,PRTSVC_POL_CRT
PRTSVC_POL_CRT,slc.40.421.01
PRTSVC_POL_CRT,slc.40.421.02
PRTSVC_POL_CRT,slc.40.421.03
PRTSVC_POL_CRT,slc.40.421.04
PRTSVC_POL_CRT,slc.40.421.05
PRTSVC_POL_CRT,slc.40.421.06
PRTSVC_POL_CRT,slc.40.421.12
PRTSVC_POL_CRT,slc.40.421.13
PRTSVC_POL_CRT,slc.40.421.16
PRTSVC_POL,PRTSVC_POL_PRI
PRTSVC_POL_PRI,slc.40.422.01
PRTSVC_POL_PRI,slc.40.422.02
PRTSVC_POL_PRI,slc.40.422.03
PRTSVC_POL_PRI,slc.40.422.04
PRTSVC_POL_PRI,slc.40.422.05
PRTSVC_POL_PRI,slc.40.422.06
PRTSVC_POL_PRI,slc.40.422.12
PRTSVC_POL_PRI,slc.40.422.13
PRTSVC_POL_PRI,slc.40.422.16
PRTSVC,PRTSVC_CON
PRTSVC_CON,slc.40.430.01
PRTSVC_CON,slc.40.430.02
PRTSVC_CON,slc.40.430.03
PRTSVC_CON,slc.40.430.04
PRTSVC_CON,slc.40.430.05
PRTSVC_CON,slc.40.430.06
PRTSVC_CON,slc.40.430.12
PRTSVC_CON,slc.40.430.13
PRTSVC_CON,slc.40.430.16
PRTSVC,PRTSVC_INS
PRTSVC_INS,PRTSVC_INS_PRO
PRTSVC_INS_PRO,slc.40.440.01
PRTSVC_INS_PRO,slc.40.440.02
PRTSVC_INS_PRO,slc.40.440.03
PRTSVC_INS_PRO,slc.40.440.04
PRTSVC_INS_PRO,slc.40.440.05
PRTSVC_INS_PRO,slc.40.440.06
PRTSVC_INS_PRO,slc.40.440.12
PRTSVC_INS_PRO,slc.40.440.13
PRTSVC_INS_PRO,slc.40.440.16
PRTSVC_INS,PRTSVC_INS_BLD
PRTSVC_INS_BLD,slc.40.445.01
PRTSVC_INS_BLD,slc.40.445.02
PRTSVC_INS_BLD,slc.40.445.03
PRTSVC_INS_BLD,slc.40.445.04
PRTSVC_INS_BLD,slc.40.445.05
PRTSVC_INS_BLD,slc.40.445.06
PRTSVC_INS_BLD,slc.40.445.12
PRTSVC_INS_BLD,slc.40.445.13
PRTSVC_INS_BLD,slc.40.445.16
PRTSVC,PRTSVC_EMG
PRTSVC_EMG,slc.40.450.01
PRTSVC_EMG,slc.40.450.02
PRTSVC_EMG,slc.40.450.03
PRTSVC_EMG,slc.40.450.04
PRTSVC_EMG,slc.40.450.05
PRTSVC_EMG,slc.40.450.06
PRTSVC_EMG,slc.40.450.12
PRTSVC_EMG,slc.40.450.13
PRTSVC_EMG,slc.40.450.16
PRTSVC_POL,PRTSVC_POL_POA
PRTSVC_POL_POA,slc.40.460.01
PRTSVC_POL_POA,slc.40.460.02
PRTSVC_POL_POA,slc.40.460.03
PRTSVC_POL_POA,slc.40.460.04
PRTSVC_POL_POA,slc.40.460.05
PRTSVC_POL_POA,slc.40.460.06
PRTSVC_POL_POA,slc.40.460.12
PRTSVC_POL_POA,slc.40.460.13
PRTSVC_POL_POA,slc.40.460.16
PRTSVC,PRTSVC_OTH
PRTSVC_OTH,slc.40.498.01
PRTSVC_OTH,slc.40.498.02
PRTSVC_OTH,slc.40.498.03
PRTSVC_OTH,slc.40.498.04
PRTSVC_OTH,slc.40.498.05
PRTSVC_OTH,slc.40.498.06
PRTSVC_OTH,slc.40.498.12
PRTSVC_OTH,slc.40.498.13
PRTSVC_OTH,slc.40.498.16
EXP,TRAN
TRAN,TRAN_RDS
TRAN_RDS,TRAN_RDS_PAV
TRAN_RDS_PAV,slc.40.611.01
TRAN_RDS_PAV,slc.40.611.02
TRAN_RDS_PAV,slc.40.611.03
TRAN_RDS_PAV,slc.40.611.04
TRAN_RDS_PAV,slc.40.611.05
TRAN_RDS_PAV,slc.40.611.06
TRAN_RDS_PAV,slc.40.611.12
TRAN_RDS_PAV,slc.40.611.13
TRAN_RDS_PAV,slc.40.611.16
TRAN_RDS,TRAN_RDS_UNP
TRAN_RDS_UNP,slc.40.612.01
TRAN_RDS_UNP,slc.40.612.02
TRAN_RDS_UNP,slc.40.612.03
TRAN_RDS_UNP,slc.40.612.04
TRAN_RDS_UNP,slc.40.612.05
TRAN_RDS_UNP,slc.40.612.06
TRAN_RDS_UNP,slc.40.612.12
TRAN_RDS_UNP,slc.40.612.13
TRAN_RDS_UNP,slc.40.612.16
TRAN_RDS,TRAN_RDS_BRD
TRAN_RDS_BRD,slc.40.613.01
TRAN_RDS_BRD,slc.40.613.02
TRAN_RDS_BRD,slc.40.613.03
TRAN_RDS_BRD,slc.40.613.04
TRAN_RDS_BRD,slc.40.613.05
TRAN_RDS_BRD,slc.40.613.06
TRAN_RDS_BRD,slc.40.613.12
TRAN_RDS_BRD,slc.40.613.13
TRAN_RDS_BRD,slc.40.613.16
TRAN_RDS,TRAN_RDS_TRF
TRAN_RDS_TRF,slc.40.614.01
TRAN_RDS_TRF,slc.40.614.02
TRAN_RDS_TRF,slc.40.614.03
TRAN_RDS_TRF,slc.40.614.04
TRAN_RDS_TRF,slc.40.614.05
TRAN_RDS_TRF,slc.40.614.06
TRAN_RDS_TRF,slc.40.614.12
TRAN_RDS_TRF,slc.40.614.13
TRAN_RDS_TRF,slc.40.614.16
TRAN,TRAN_WIN
TRAN_WIN,TRAN_WIN_EXC
TRAN_WIN_EXC,slc.40.621.01
TRAN_WIN_EXC,slc.40.621.02
TRAN_WIN_EXC,slc.40.621.03
TRAN_WIN_EXC,slc.40.621.04
TRAN_WIN_EXC,slc.40.621.05
TRAN_WIN_EXC,slc.40.621.06
TRAN_WIN_EXC,slc.40.621.12
TRAN_WIN_EXC,slc.40.621.13
TRAN_WIN_EXC,slc.40.621.16
TRAN_WIN,TRAN_WIN_SID
TRAN_WIN_SID,slc.40.622.01
TRAN_WIN_SID,slc.40.622.02
TRAN_WIN_SID,slc.40.622.03
TRAN_WIN_SID,slc.40.622.04
TRAN_WIN_SID,slc.40.622.05
TRAN_WIN_SID,slc.40.622.06
TRAN_WIN_SID,slc.40.622.12
TRAN_WIN_SID,slc.40.622.13
TRAN_WIN_SID,slc.40.622.16
TRAN,TRAN_TRA
TRAN_TRA,TRAN_TRA_CON
TRAN_TRA_CON,slc.40.631.01
TRAN_TRA_CON,slc.40.631.02
TRAN_TRA_CON,slc.40.631.03
TRAN_TRA_CON,slc.40.631.04
TRAN_TRA_CON,slc.40.631.05
TRAN_TRA_CON,slc.40.631.06
TRAN_TRA_CON,slc.40.631.12
TRAN_TRA_CON,slc.40.631.13
TRAN_TRA_CON,slc.40.631.16
TRAN_TRA,TRAN_TRA_DIS
TRAN_TRA_DIS,slc.40.632.01
TRAN_TRA_DIS,slc.40.632.02
TRAN_TRA_DIS,slc.40.632.03
TRAN_TRA_DIS,slc.40.632.04
TRAN_TRA_DIS,slc.40.632.05
TRAN_TRA_DIS,slc.40.632.06
TRAN_TRA_DIS,slc.40.632.12
TRAN_TRA_DIS,slc.40.632.13
TRAN_TRA_DIS,slc.40.632.16
TRAN,TRAN_PRK
TRAN_PRK,slc.40.640.01
TRAN_PRK,slc.40.640.02
TRAN_PRK,slc.40.640.03
TRAN_PRK,slc.40.640.04
TRAN_PRK,slc.40.640.05
TRAN_PRK,slc.40.640.06
TRAN_PRK,slc.40.640.12
TRAN_PRK,slc.40.640.13
TRAN_PRK,slc.40.640.16
TRAN,TRAN_LIG
TRAN_LIG,slc.40.650.01
TRAN_LIG,slc.40.650.02
TRAN_LIG,slc.40.650.03
TRAN_LIG,slc.40.650.04
TRAN_LIG,slc.40.650.05
TRAN_LIG,slc.40.650.06
TRAN_LIG,slc.40.650.12
TRAN_LIG,slc.40.650.13
TRAN_LIG,slc.40.650.16
TRAN,TRAN_AIR
TRAN_AIR,slc.40.660.01
TRAN_AIR,slc.40.660.02
TRAN_AIR,slc.40.660.03
TRAN_AIR,slc.40.660.04
TRAN_AIR,slc.40.660.05
TRAN_AIR,slc.40.660.06
TRAN_AIR,slc.40.660.12
TRAN_AIR,slc.40.660.13
TRAN_AIR,slc.40.660.16
TRAN,TRAN_OTH
TRAN_OTH,slc.40.698.01
TRAN_OTH,slc.40.698.02
TRAN_OTH,slc.40.698.03
TRAN_OTH,slc.40.698.04
TRAN_OTH,slc.40.698.05
TRAN_OTH,slc.40.698.06
TRAN_OTH,slc.40.698.12
TRAN_OTH,slc.40.698.13
TRAN_OTH,slc.40.698.16
EXP,ENV
ENV,ENV_WWS
ENV_WWS,ENV_WWS_COL
ENV_WWS_COL,slc.40.811.01
ENV_WWS_COL,slc.40.811.02
ENV_WWS_COL,slc.40.811.03
ENV_WWS_COL,slc.40.811.04
ENV_WWS_COL,slc.40.811.05
ENV_WWS_COL,slc.40.811.06
ENV_WWS_COL,slc.40.811.12
ENV_WWS_COL,slc.40.811.13
ENV_WWS_COL,slc.40.811.16
ENV_WWS,ENV_WWS_TRT
ENV_WWS_TRT,slc.40.812.01
ENV_WWS_TRT,slc.40.812.02
ENV_WWS_TRT,slc.40.812.03
ENV_WWS_TRT,slc.40.812.04
ENV_WWS_TRT,slc.40.812.05
ENV_WWS_TRT,slc.40.812.06
ENV_WWS_TRT,slc.40.812.12
ENV_WWS_TRT,slc.40.812.13
ENV_WWS_TRT,slc.40.812.16
ENV_WWS,ENV_WWS_URS
ENV_WWS_URS,slc.40.821.01
ENV_WWS_URS,slc.40.821.02
ENV_WWS_URS,slc.40.821.03
ENV_WWS_URS,slc.40.821.04
ENV_WWS_URS,slc.40.821.05
ENV_WWS_URS,slc.40.821.06
ENV_WWS_URS,slc.40.821.12
ENV_WWS_URS,slc.40.821.13
ENV_WWS_URS,slc.40.821.16
ENV_WWS,ENV_WWS_RSS
ENV_WWS_RSS,slc.40.822.01
ENV_WWS_RSS,slc.40.822.02
ENV_WWS_RSS,slc.40.822.03
ENV_WWS_RSS,slc.40.822.04
ENV_WWS_RSS,slc.40.822.05
ENV_WWS_RSS,slc.40.822.06
ENV_WWS_RSS,slc.40.822.12
ENV_WWS_RSS,slc.40.822.13
ENV_WWS_RSS,slc.40.822.16
ENV,ENV_WAT
ENV_WAT,ENV_WAT_TRT
ENV_WAT_TRT,slc.40.831.01
ENV_WAT_TRT,slc.40.831.02
ENV_WAT_TRT,slc.40.831.03
ENV_WAT_TRT,slc.40.831.04
ENV_WAT_TRT,slc.40.831.05
ENV_WAT_TRT,slc.40.831.06
ENV_WAT_TRT,slc.40.831.12
ENV_WAT_TRT,slc.40.831.13
ENV_WAT_TRT,slc.40.831.16
ENV_WAT,ENV_WAT_DST
ENV_WAT_DST,slc.40.832.01
ENV_WAT_DST,slc.40.832.02
ENV_WAT_DST,slc.40.832.03
ENV_WAT_DST,slc.40.832.04
ENV_WAT_DST,slc.40.832.05
ENV_WAT_DST,slc.40.832.06
ENV_WAT_DST,slc.40.832.12
ENV_WAT_DST,slc.40.832.13
ENV_WAT_DST,slc.40.832.16
ENV,ENV_WST
ENV_WST,ENV_WST_COL
ENV_WST_COL,slc.40.840.01
ENV_WST_COL,slc.40.840.02
ENV_WST_COL,slc.40.840.03
ENV_WST_COL,slc.40.840.04
ENV_WST_COL,slc.40.840.05
ENV_WST_COL,slc.40.840.06
ENV_WST_COL,slc.40.840.12
ENV_WST_COL,slc.40.840.13
ENV_WST_COL,slc.40.840.16
ENV_WST,ENV_WST_DIS
ENV_WST_DIS,slc.40.850.01
ENV_WST_DIS,slc.40.850.02
ENV_WST_DIS,slc.40.850.03
ENV_WST_DIS,slc.40.850.04
ENV_WST_DIS,slc.40.850.05
ENV_WST_DIS,slc.40.850.06
ENV_WST_DIS,slc.40.850.12
ENV_WST_DIS,slc.40.850.13
ENV_WST_DIS,slc.40.850.16
ENV_WST,ENV_WST_DIV
ENV_WST_DIV,slc.40.860.01
ENV_WST_DIV,slc.40.860.02
ENV_WST_DIV,slc.40.860.03
ENV_WST_DIV,slc.40.860.04
ENV_WST_DIV,slc.40.860.05
ENV_WST_DIV,slc.40.860.06
ENV_WST_DIV,slc.40.860.12
ENV_WST_DIV,slc.40.860.13
ENV_WST_DIV,slc.40.860.16
ENV,ENV_OTH
ENV_OTH,slc.40.898.01
ENV_OTH,slc.40.898.02
ENV_OTH,slc.40.898.03
ENV_OTH,slc.40.898.04
ENV_OTH,slc.40.898.05
ENV_OTH,slc.40.898.06
ENV_OTH,slc.40.898.12
ENV_OTH,slc.40.898.13
ENV_OTH,slc.40.898.16
EXP,HLTH
HLTH,HLTH_PHS
HLTH_PHS,slc.40.1010.01
HLTH_PHS,slc.40.1010.02
HLTH_PHS,slc.40.1010.03
HLTH_PHS,slc.40.1010.04
HLTH_PHS,slc.40.1010.05
HLTH_PHS,slc.40.1010.06
HLTH_PHS,slc.40.1010.12
HLTH_PHS,slc.40.1010.13
HLTH_PHS,slc.40.1010.16
HLTH,HLTH_HOS
HLTH_HOS,slc.40.1020.01
HLTH_HOS,slc.40.1020.02
HLTH_HOS,slc.40.1020.03
HLTH_HOS,slc.40.1020.04
HLTH_HOS,slc.40.1020.05
HLTH_HOS,slc.40.1020.06
HLTH_HOS,slc.40.1020.12
HLTH_HOS,slc.40.1020.13
HLTH_HOS,slc.40.1020.16
HLTH,HLTH_AMS
HLTH_AMS,slc.40.1030.01
HLTH_AMS,slc.40.1030.02
HLTH_AMS,slc.40.1030.03
HLTH_AMS,slc.40.1030.04
HLTH_AMS,slc.40.1030.05
HLTH_AMS,slc.40.1030.06
HLTH_AMS,slc.40.1030.12
HLTH_AMS,slc.40.1030.13
HLTH_AMS,slc.40.1030.16
HLTH,HLTH_AMD
HLTH_AMD,slc.40.1035.01
HLTH_AMD,slc.40.1035.02
HLTH_AMD,slc.40.1035.03
HLTH_AMD,slc.40.1035.04
HLTH_AMD,slc.40.1035.05
HLTH_AMD,slc.40.1035.06
HLTH_AMD,slc.40.1035.12
HLTH_AMD,slc.40.1035.13
HLTH_AMD,slc.40.1035.16
HLTH,HLTH_CEM
HLTH_CEM,slc.40.1040.01
HLTH_CEM,slc.40.1040.02
HLTH_CEM,slc.40.1040.03
HLTH_CEM,slc.40.1040.04
HLTH_CEM,slc.40.1040.05
HLTH_CEM,slc.40.1040.06
HLTH_CEM,slc.40.1040.12
HLTH_CEM,slc.40.1040.13
HLTH_CEM,slc.40.1040.16
HLTH,HLTH_OTH
HLTH_OTH,slc.40.1098.01
HLTH_OTH,slc.40.1098.02
HLTH_OTH,slc.40.1098.03
HLTH_OTH,slc.40.1098.04
HLTH_OTH,slc.40.1098.05
HLTH_OTH,slc.40.1098.06
HLTH_OTH,slc.40.1098.12
HLTH_OTH,slc.40.1098.13
HLTH_OTH,slc.40.1098.16
EXP,SFS
SFS,SFS_GEN
SFS_GEN,slc.40.1210.01
SFS_GEN,slc.40.1210.02
SFS_GEN,slc.40.1210.03
SFS_GEN,slc.40.1210.04
SFS_GEN,slc.40.1210.05
SFS_GEN,slc.40.1210.06
SFS_GEN,slc.40.1210.12
SFS_GEN,slc.40.1210.13
SFS_GEN,slc.40.1210.16
SFS,SFS_AAP
SFS_AAP,slc.40.1220.01
SFS_AAP,slc.40.1220.02
SFS_AAP,slc.40.1220.03
SFS_AAP,slc.40.1220.04
SFS_AAP,slc.40.1220.05
SFS_AAP,slc.40.1220.06
SFS_AAP,slc.40.1220.12
SFS_AAP,slc.40.1220.13
SFS_AAP,slc.40.1220.16
SFS,SFS_CHC
SFS_CHC,slc.40.1230.01
SFS_CHC,slc.40.1230.02
SFS_CHC,slc.40.1230.03
SFS_CHC,slc.40.1230.04
SFS_CHC,slc.40.1230.05
SFS_CHC,slc.40.1230.06
SFS_CHC,slc.40.1230.12
SFS_CHC,slc.40.1230.13
SFS_CHC,slc.40.1230.16
SFS,SFS_OTH
SFS_OTH,slc.40.1298.01
SFS_OTH,slc.40.1298.02
SFS_OTH,slc.40.1298.03
SFS_OTH,slc.40.1298.04
SFS_OTH,slc.40.1298.05
SFS_OTH,slc.40.1298.06
SFS_OTH,slc.40.1298.12
SFS_OTH,slc.40.1298.13
SFS_OTH,slc.40.1298.16
EXP,SOCHOU
SOCHOU,SOCHOU_PUB
SOCHOU_PUB,slc.40.1410.01
SOCHOU_PUB,slc.40.1410.02
SOCHOU_PUB,slc.40.1410.03
SOCHOU_PUB,slc.40.1410.04
SOCHOU_PUB,slc.40.1410.05
SOCHOU_PUB,slc.40.1410.06
SOCHOU_PUB,slc.40.1410.12
SOCHOU_PUB,slc.40.1410.13
SOCHOU_PUB,slc.40.1410.16
SOCHOU,SOCHOU_NPH
SOCHOU_NPH,slc.40.1420.01
SOCHOU_NPH,slc.40.1420.02
SOCHOU_NPH,slc.40.1420.03
SOCHOU_NPH,slc.40.1420.04
SOCHOU_NPH,slc.40.1420.05
SOCHOU_NPH,slc.40.1420.06
SOCHOU_NPH,slc.40.1420.12
SOCHOU_NPH,slc.40.1420.13
SOCHOU_NPH,slc.40.1420.16
SOCHOU,SOCHOU_RSP
SOCHOU_RSP,slc.40.1430.01
SOCHOU_RSP,slc.40.1430.02
SOCHOU_RSP,slc.40.1430.03
SOCHOU_RSP,slc.40.1430.04
SOCHOU_RSP,slc.40.1430.05
SOCHOU_RSP,slc.40.1430.06
SOCHOU_RSP,slc.40.1430.12
SOCHOU_RSP,slc.40.1430.13
SOCHOU_RSP,slc.40.1430.16
SOCHOU,SOCHOU_OT1
SOCHOU_OT1,slc.40.1497.01
SOCHOU_OT1,slc.40.1497.02
SOCHOU_OT1,slc.40.1497.03
SOCHOU_OT1,slc.40.1497.04
SOCHOU_OT1,slc.40.1497.05
SOCHOU_OT1,slc.40.1497.06
SOCHOU_OT1,slc.40.1497.12
SOCHOU_OT1,slc.40.1497.13
SOCHOU_OT1,slc.40.1497.16
SOCHOU,SOCHOU_OT2
SOCHOU_OT2,slc.40.1498.01
SOCHOU_OT2,slc.40.1498.02
SOCHOU_OT2,slc.40.1498.03
SOCHOU_OT2,slc.40.1498.04
SOCHOU_OT2,slc.40.1498.05
SOCHOU_OT2,slc.40.1498.06
SOCHOU_OT2,slc.40.1498.12
SOCHOU_OT2,slc.40.1498.13
SOCHOU_OT2,slc.40.1498.16
EXP,RECSVC
RECSVC,RECSVC_PRK
RECSVC_PRK,slc.40.1610.01
RECSVC_PRK,slc.40.1610.02
RECSVC_PRK,slc.40.1610.03
RECSVC_PRK,slc.40.1610.04
RECSVC_PRK,slc.40.1610.05
RECSVC_PRK,slc.40.1610.06
RECSVC_PRK,slc.40.1610.12
RECSVC_PRK,slc.40.1610.13
RECSVC_PRK,slc.40.1610.16
RECSVC,RECSVC_PRF
RECSVC_PRF,RECSVC_PRF_PRO
RECSVC_PRF_PRO,slc.40.1620.01
RECSVC_PRF_PRO,slc.40.1620.02
RECSVC_PRF_PRO,slc.40.1620.03
RECSVC_PRF_PRO,slc.40.1620.04
RECSVC_PRF_PRO,slc.40.1620.05
RECSVC_PRF_PRO,slc.40.1620.06
RECSVC_PRF_PRO,slc.40.1620.12
RECSVC_PRF_PRO,slc.40.1620.13
RECSVC_PRF_PRO,slc.40.1620.16
RECSVC_PRF,RECSVC_PRF_GLF
RECSVC_PRF_GLF,slc.40.1631.01
RECSVC_PRF_GLF,slc.40.1631.02
RECSVC_PRF_GLF,slc.40.1631.03
RECSVC_PRF_GLF,slc.40.1631.04
RECSVC_PRF_GLF,slc.40.1631.05
RECSVC_PRF_GLF,slc.40.1631.06
RECSVC_PRF_GLF,slc.40.1631.12
RECSVC_PRF_GLF,slc.40.1631.13
RECSVC_PRF_GLF,slc.40.1631.16
RECSVC_PRF,RECSVC_PRF_RFO
RECSVC_PRF_RFO,slc.40.1634.01
RECSVC_PRF_RFO,slc.40.1634.02
RECSVC_PRF_RFO,slc.40.1634.03
RECSVC_PRF_RFO,slc.40.1634.04
RECSVC_PRF_RFO,slc.40.1634.05
RECSVC_PRF_RFO,slc.40.1634.06
RECSVC_PRF_RFO,slc.40.1634.12
RECSVC_PRF_RFO,slc.40.1634.13
RECSVC_PRF_RFO,slc.40.1634.16
RECSVC,RECSVC_LIB
RECSVC_LIB,slc.40.1640.01
RECSVC_LIB,slc.40.1640.02
RECSVC_LIB,slc.40.1640.03
RECSVC_LIB,slc.40.1640.04
RECSVC_LIB,slc.40.1640.05
RECSVC_LIB,slc.40.1640.06
RECSVC_LIB,slc.40.1640.12
RECSVC_LIB,slc.40.1640.13
RECSVC_LIB,slc.40.1640.16
RECSVC,RECSVC_MUS
RECSVC_MUS,slc.40.1645.01
RECSVC_MUS,slc.40.1645.02
RECSVC_MUS,slc.40.1645.03
RECSVC_MUS,slc.40.1645.04
RECSVC_MUS,slc.40.1645.05
RECSVC_MUS,slc.40.1645.06
RECSVC_MUS,slc.40.1645.12
RECSVC_MUS,slc.40.1645.13
RECSVC_MUS,slc.40.1645.16
RECSVC,RECSVC_CLS
RECSVC_CLS,slc.40.1650.01
RECSVC_CLS,slc.40.1650.02
RECSVC_CLS,slc.40.1650.03
RECSVC_CLS,slc.40.1650.04
RECSVC_CLS,slc.40.1650.05
RECSVC_CLS,slc.40.1650.06
RECSVC_CLS,slc.40.1650.12
RECSVC_CLS,slc.40.1650.13
RECSVC_CLS,slc.40.1650.16
RECSVC,RECSVC_OTH
